loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount
0.1284259874248375,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.10654999129326445,-0.20935425659893633,-0.42504773468038964,0.08160243013981856,-0.15233415366899888,-0.25854942847672896,-0.20351707343583034,-0.25855453016620034,-0.19278655243532106,2.3953614475589147,0.2380199102488966,-0.22516661254800321,-0.23144974973819654,-0.3407232254659012,-0.07098594318999607,-0.16305791219691043,-0.6407178505064466
-0.3902325108184202,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.37843554567680093,-0.38257774378571674,-0.16226955344972388,-0.42210494473195,-0.07524873709450522,-0.34796039380167654,-0.3913074754184923,-0.3479583595040205,-0.474598464452941,-0.15083928427883714,0.024330924158776114,-0.22516661254800321,-0.23144974973819654,-0.194574956332028,-0.3958791237582346,-0.34676927804092367,-0.6407178505064466
-0.15971762271030565,-0.4308563331801448,-0.40848052098981,-0.37944787003053776,-0.328086368939109,-0.32871150612421035,-0.12472981327391447,-0.47566658866627826,0.2677813666619915,-0.342878917943534,-0.34435987492282677,-0.34287822877436513,-0.3689189974463335,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-0.23144974973819654,0.09772158193571845,-0.3796344647298227,-0.24179135470148752,-0.4293944676959278
-0.5919330379130203,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.740949618188183,-0.6520205554394982,6.7450426388992035,-1.0921952986337595,0.013827744280465123,-0.4004644835718135,-0.6260454778968196,-0.40046652601069715,-0.5802779314595484,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-1.6063650624826848,-0.7060938983005843,-0.7857509404401208,-0.6617030480592321,-0.6407178505064466
-0.47667559385896313,-0.4308563331801448,-0.40848052098981,-0.6228536170809303,-0.5395529112374151,-0.5109126995879084,-0.27488877397715206,-0.294468686845891,-0.7206249747487382,-0.3657588168923176,-0.5321502769054888,-0.3657630851982426,-0.404145486448536,-0.40545935746261236,-0.40304704802146485,-0.22516661254800321,-0.05958533564513551,-0.6330197637336477,-0.52583639598553,-0.556725124719796,-0.4293944676959278
-0.47667559385896313,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.3180165335915706,-0.33542485309149694,-0.08719007309810514,-0.5303678420460178,0.3739879406090715,-0.34859136506769156,-0.34435987492282677,-0.348589331155156,-0.474598464452941,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.40331416383125757,-0.04842668719815478,-0.3309004876445869,-0.2942803163712056,-0.6407178505064466
-0.6207473989265346,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6100417586701838,-0.5761007337975704,0.1755881081325606,-0.6933319927398253,-0.6388287827169143,-0.38946652857044584,-0.5790978774011541,-0.3894649690165391,-0.5802779314595484,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-0.9189074061104407,-0.7060938983005843,-0.6233043501560016,-0.582969605554655,-0.6407178505064466
2.0301738143167825,1.8915244519567884,2.8310901660516667,1.8112038534229957,2.2598613153782567,2.352018831209568,-0.6502861757352459,2.1397370885525193,1.503717545739706,2.0626635303698904,2.28470575283444,2.062660744279161,2.167388210712246,0.3584008620887133,0.6653978824291376,5.367086141717978,2.690245289843841,2.5822421572115632,2.333223593014969,2.1202119204358256,1.8951627432197786
-0.13090326169679134,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.4287847224144929,-0.43071929840386003,0.06296888760513243,-0.6363515204692632,0.15386625105746188,-0.3696107077192514,-0.43825507591415774,-0.36961363014619786,-0.5098249534551434,0.8676410084562638,0.2380199102488966,-0.22516661254800321,-0.7470429920173797,-0.194574956332028,-0.4933470779287062,-0.32052479720606464,-0.6407178505064466
-0.47667559385896313,-0.4308563331801448,-0.40848052098981,-0.37944787003053776,-0.5194132405423384,-0.5067507433920372,-0.012110592746486303,-0.5793710481987012,-0.40157700059319495,-0.37685788908375184,-0.48520267640982323,-0.3768617147541138,-0.3689189974463335,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.5751785779243186,-0.5599456291667111,-0.5095917369571181,-0.5304806438849369,-0.4293944676959278
1.7132158431681248,1.047022348270631,0.6713763746906822,1.080986612271818,1.202528603886726,1.1049628069110344,-0.5376669552078178,0.784741457958554,1.5050023026826143,0.4512999869362075,1.0640681399471374,0.45129666674142305,1.6389908756792086,1.122261081640039,2.161220785059981,-0.22516661254800321,0.9716011489132307,1.339981869573641,1.2935654151966058,1.0441882062066052,1.0498692119777033
-0.5919330379130203,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.5798322526275687,-0.5396955767279378,-0.049650332922295724,-0.5508808120634202,-0.6135618961730525,-0.38053316188536945,-0.5321502769054888,-0.38053429333892835,-0.5802779314595484,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.23144974973819654,-0.6330197637336477,-0.5583257140423539,-0.609214086389514,-0.6407178505064466
1.2521860669518958,0.8358968223490915,0.31142407613051815,1.080986612271818,1.7160902066111838,1.4864595120069133,-0.6502861757352459,2.1670877152423893,0.6819013545927431,1.3730460917551957,1.4396489439124613,1.3730491764887316,1.3924054526637912,0.8676410084562638,0.45170889633901706,-0.22516661254800321,1.1434655630062918,0.8284629276050846,1.8133945041057875,1.5428333420689269,0.8385458291671847
0.04198290438429455,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.24752768615880189,-0.27463796796252643,-0.3499682543287708,-0.08819937722645635,-0.15447541524051261,-0.29532957048665615,-0.29741227442716134,-0.2953288522952024,0.0185723815778939,0.3584008620887133,0.024330924158776114,-0.22516661254800321,0.11227907844792553,-0.12150082176509139,-0.26592185153093917,-0.2155468738666285,0.20457568073562843
-0.7936335650076206,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.771159124230798,-0.6691786583772664,2.9910686213182647,-1.0352148263631975,-1.111191085392839,-0.40059930649190223,-0.6729930783924851,-0.4006040454731241,-0.826863354474966,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-1.4345006483896239,-0.9983904365683307,-0.769506281411709,-0.7666809713986682,-0.6407178505064466
-0.5054899548724774,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.5294830758898768,-0.5007709212715324,0.4008265491874169,-0.7765234822548459,0.12945586914220553,-0.3845809953561654,-0.48520267640982323,-0.38457898341031,-0.5450514424573459,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-0.7470429920173797,-0.2676490908989646,-0.5583257140423539,-0.47799168221521887,-0.6407178505064466
-0.649561759940049,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.740949618188183,-0.6520205554394982,1.1140816125277953,-0.9212538818220735,-0.9827153911020164,-0.39941870712165894,-0.6260454778968196,-0.39942299597228065,-0.6507309094639534,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-1.0907718202035017,-0.9253163020013941,-0.7370169633548851,-0.7404364905638092,-0.6407178505064466
-0.649561759940049,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6603909354078759,-0.602587359243326,0.2506675884841794,-0.7218222288751063,-0.7835780649512413,-0.392975070360887,-0.5790978774011541,-0.3929757599984983,-0.6507309094639534,-0.40545935746261236,-0.6167360341115853,0.8932839383051931,-0.7470429920173797,-0.7791680328675209,-0.6557936682128255,-0.6617030480592321,-0.6407178505064466
0.09961162641132318,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,0.28617358726073266,0.1682994161474984,-0.462587474856199,0.33231650813029145,0.43094549841133617,-0.0912022765555819,0.17206373052949342,-0.09120143377271292,0.22993131559110885,-0.40545935746261236,0.024330924158776114,-0.22516661254800321,0.2841434925409866,0.24386985106959166,0.3188858734918902,0.23060930032597513,-0.21807108488540905
-0.563118676899506,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.458994228457108,-0.4598848841596016,-0.12472981327391447,-0.4654101036575771,-0.34376293816232467,-0.36414094185125334,-0.43825507591415774,-0.3641452091696899,-0.5802779314595484,-0.40545935746261236,-0.40304704802146485,-0.22516661254800321,-0.40331416383125757,-0.48687149459977447,-0.4446131008434704,-0.47799168221521887,-0.6407178505064466
-0.8800766480481635,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7610892888832597,-0.663996145872829,1.7522571955165551,-0.9782343540926355,-1.08635245116328,-0.4002734844350212,-0.6729930783924851,-0.40027238088727085,-0.826863354474966,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-1.2626362342965627,-0.9983904365683307,-0.753261622383297,-0.7666809713986682,-0.6407178505064466
-0.3326037887913915,-0.008605281337066067,-0.40848052098981,-0.6228536170809303,-0.4187148870669545,-0.4240697362058587,-0.31242851415296147,-0.22267329178498274,-0.4795189217962941,-0.34295307054958274,-0.43825507591415774,-0.34295103319565,-0.19278655243532106,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.05958533564513551,-0.48687149459977447,-0.3958791237582346,-0.45174720138035984,-0.21807108488540905
-0.7648192039941063,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7107401121455678,-0.6336983804622718,0.7386842107697015,-0.8642734095515114,-0.85209843523968,-0.3977792604133805,-0.6260454778968196,-0.39778085180329975,-0.7211838874683585,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.9189074061104407,-0.8522421674344576,-0.7045276452980612,-0.7141920097289501,-0.6407178505064466
0.3877552365464663,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,0.03442770357227298,-0.033786679140918166,-0.462587474856199,0.2400081430519809,0.10204772102683,-0.17996609186410378,-0.06267427194883392,-0.17996620207925476,0.053798870580096386,2.3953614475589147,0.8790868685192581,-0.22516661254800321,0.4560079066340476,0.09772158193571845,0.05897132903729934,-0.00559102718775621,-0.21807108488540905
-0.3326037887913915,-0.008605281337066067,-0.40848052098981,-0.6228536170809303,-0.35829587498172416,-0.39610011487421803,-0.42504773468038964,0.16935235743648405,-0.6632391646321706,-0.30928733799370417,-0.3913074754184923,-0.3092911224216119,-0.2984660194419285,-0.40545935746261236,0.024330924158776114,-0.22516661254800321,-0.23144974973819654,-0.5599456291667111,-0.3796344647298227,-0.32052479720606464,-0.006747702074890309
-0.8512622870346492,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.640251264712799,-0.5823356949952168,0.32574706883579807,-0.7503124650103873,-0.5900080188864015,-0.39150010761511683,-0.5790978774011541,-0.3915034928125154,-0.826863354474966,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.5751785779243186,-0.6330197637336477,-0.6395490091844135,-0.6354585672243731,-0.6407178505064466
-0.0444601786562484,-0.008605281337066067,-0.40848052098981,0.10736362407024748,-0.05620081455557251,-0.10350343196984234,-0.3875079945045802,-0.06312796942740918,0.3007567948633025,-0.2468571354369045,-0.10962187244449943,-0.2468572864797646,0.0185723815778939,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,0.2841434925409866,0.17079571650265507,-0.038496625133172216,-0.08432446969233331,-0.006747702074890309
1.07929990087081,1.680398926035249,-0.40848052098981,2.0546096004733885,1.5247633350079544,1.2563559568098923,-0.6127464355594365,1.958539186732132,0.5889706023890483,1.0850229887502685,1.2049109414341341,1.085018707125501,1.3571789636615887,0.3584008620887133,-0.18935806193134436,-0.22516661254800321,0.9716011489132307,0.5361663893373382,1.7321712089637278,1.1754106103809003,1.6838393604092596
0.906413734789724,0.624771296427552,1.3912809718110104,0.8375808652214254,0.6486876597721146,0.5452992950087578,-0.5376669552078178,0.9021212308359119,0.5088874196144353,0.2191227844806822,0.5476445344948173,0.2191233672639733,1.0049140736395636,0.10378078890493808,0.45170889633901706,0.8932839383051931,1.3153299770993527,0.5361663893373382,0.8224703033726599,0.3618317045002703,0.6272224463566659
-0.2749750667643629,0.20252024458447332,0.31142407613051815,0.10736362407024748,0.4372211174738085,0.4066312065823339,-0.6127464355594365,1.6998478426237804,-0.15062114441178795,0.36250740940473347,0.4068017330078209,0.36250763029445304,-0.2984660194419285,-0.40545935746261236,0.45170889633901706,-0.22516661254800321,2.51838087575078,0.4630922547704015,0.5138217818328333,0.30934274283055224,0.20457568073562843
-0.5343043158859917,-0.4308563331801448,-0.40848052098981,-0.37944787003053776,-0.4791338991521848,-0.47739380332843945,-0.08719007309810514,-0.5007379964653256,-0.37331234784921397,-0.36885749700568926,-0.48520267640982323,-0.3688613177929209,-0.5098249534551434,-0.15083928427883714,-0.18935806193134436,-0.22516661254800321,-0.5751785779243186,-0.48687149459977447,-0.4933470779287062,-0.45174720138035984,-0.4293944676959278
0.013168543370780232,0.4136457705060127,-0.40848052098981,0.10736362407024748,-0.21731818011618673,-0.2770298968107283,-0.42504773468038964,0.06336867901323869,-0.3052202298750779,-0.2809893552962899,-0.29741227442716134,-0.28099447068222577,-0.08710708542871358,1.6315012280075893,-0.40304704802146485,-0.22516661254800321,-0.23144974973819654,-0.2676490908989646,-0.2821665105593511,-0.11056895052719236,0.4158990635461472
-0.21734634473733427,0.20252024458447332,0.31142407613051815,0.10736362407024748,0.49764012955903886,0.4782296101051769,-0.6127464355594365,1.6850329198334344,-0.06754019543705587,0.40870762884125716,0.4537493335034863,0.40870608028977434,-0.15756006343311857,-0.40545935746261236,0.024330924158776114,-0.22516661254800321,2.690245289843841,0.6092405239042747,0.578800417946481,0.3618317045002703,0.20457568073562843
2.8657902837086975,2.7360265556429457,2.8310901660516667,2.7848268416245663,3.2164956733944035,3.322360580155787,-0.6502861757352459,2.70042493569485,1.8651624990112206,3.4061577503032368,3.2706053632434147,3.4061611771495786,3.083276924769511,0.6130209352724886,1.306464840699499,5.367086141717978,2.346516461657719,2.87453869547931,3.2104351805492133,3.196235634665046,2.7404562744618537
-0.877195211946812,-0.5575316487330685,-0.2644996015657444,-0.5254913182607733,-0.7882778443216134,-0.6746800947281307,4.117260826592546,-1.0010265430008602,-1.2589381338272851,-0.4007543528500042,5.430194986044028,-0.39976274993827676,-0.756410376470561,0.10378078890493808,-0.18935806193134436,2.0117344891583895,-1.5719921796640728,-0.9837756096549435,-0.7825020086344384,-0.7614320752316964,-0.5984531739443427
-0.649561759940049,-0.21973080725860544,0.31142407613051815,-0.37944787003053776,-0.5294830758898768,-0.5045342226593701,-0.31242851415296147,-0.199881102876758,-0.7595959353502876,-0.3603659000887702,-0.48520267640982323,-0.36036746864301944,-0.5802779314595484,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.05958533564513551,-0.6330197637336477,-0.52583639598553,-0.5304806438849369,-0.21807108488540905
0.358940875532952,0.4136457705060127,0.31142407613051815,0.5941751181710327,0.34659259934596304,0.2772438020869334,-0.5752066953836272,1.0559685059664294,0.009545221137437792,0.11944190792284576,0.26595893152082445,0.11943793576470098,0.47651673860652627,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,1.3153299770993527,0.3900181202034649,0.35137519154871405,0.33558722366541127,0.4158990635461472
1.2521860669518958,0.20252024458447332,-0.40848052098981,0.3507693711206401,0.7493860132474985,0.6718961158479229,-0.5001272150320084,0.44627745267141555,1.272461296016225,0.13130812252958468,0.6415397354861484,0.13130505643413473,1.2162730076527788,0.10378078890493808,1.306464840699499,-0.22516661254800321,0.7997367348201697,1.120759465872831,0.789980985315836,0.6767654745185787,0.20457568073562843
0.44538395857349494,0.4136457705060127,-0.40848052098981,0.5941751181710327,0.6990368365098066,0.511238228210363,-0.5376669552078178,0.6969915306618885,0.6549214587916706,0.14157983140140804,0.5006969339991518,0.14157856921544418,0.6174226946153363,0.10378078890493808,-0.40304704802146485,-0.22516661254800321,0.2841434925409866,0.3900181202034649,0.7412470082306003,0.6242765128488607,0.4158990635461472
-0.6783761209535634,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.5194132405423384,-0.5067507433920372,0.06296888760513243,-0.6363515204692632,-0.30008120210344497,-0.3792532429639942,-0.48520267640982323,-0.3792561712763718,-0.6507309094639534,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.7470429920173797,-0.48687149459977447,-0.542081055013942,-0.47799168221521887,-0.6407178505064466
-0.7071904819670777,-0.4308563331801448,-0.40848052098981,-0.37944787003053776,-0.6704607707554142,-0.6050430728608132,0.32574706883579807,-0.7503124650103873,-0.7643067108076177,-0.39373906690805627,-0.6260454778968196,-0.39374425111206085,-0.6507309094639534,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.5751785779243186,-0.7791680328675209,-0.6557936682128255,-0.6879475288940912,-0.4293944676959278
-0.7071904819670777,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6503211000603374,-0.5940083077744419,0.10050862778094186,-0.6500268338141981,-0.8067036899235893,-0.39060982693279783,-0.5790978774011541,-0.39061366099681144,-0.685957398466156,-0.40545935746261236,-0.40304704802146485,-0.22516661254800321,-0.5751785779243186,-0.7791680328675209,-0.6395490091844135,-0.6617030480592321,-0.6407178505064466
-0.736004842980592,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7308797828406445,-0.647906437820591,2.9910686213182647,-1.0352148263631975,-0.5399024981129807,-0.39999979390724116,-0.6260454778968196,-0.3999973419624169,-0.7211838874683585,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-1.4345006483896239,-0.7791680328675209,-0.753261622383297,-0.6879475288940912,-0.6407178505064466
-0.4478612328454488,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.458994228457108,-0.45066798499786376,-0.049650332922295724,-0.5565788592904763,-0.14719512589736594,-0.367680492913315,-0.43825507591415774,-0.36768026829207745,-0.474598464452941,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-0.40331416383125757,-0.3407232254659012,-0.4608577598718823,-0.45174720138035984,-0.6407178505064466
0.2724977924924091,-0.4308563331801448,-0.40848052098981,-0.37944787003053776,0.6990368365098066,0.5961995408984938,-0.3875079945045802,-0.01754359161095951,2.1276811676788014,-0.0445342215863505,0.5945921349904828,-0.04453379972911137,0.4412902496043238,-0.40545935746261236,0.024330924158776114,-0.22516661254800321,0.2841434925409866,1.0476853313058945,0.8387149624010718,0.4668096278397064,-0.11240939348014968
-0.7648192039941063,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6805306061029526,-0.6193468073730605,0.06296888760513243,-0.6363515204692632,-0.9720090832444479,-0.39353233843058694,-0.6260454778968196,-0.393533927228349,-0.7211838874683585,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-0.7470429920173797,-0.9253163020013941,-0.6557936682128255,-0.7141920097289501,-0.6407178505064466
-0.13090326169679134,0.4136457705060127,-0.40848052098981,0.3507693711206401,0.5177798002541156,0.43496759033736554,-0.5752066953836272,0.9784750636784652,0.28491145923410116,0.1840441077222742,0.4068017330078209,0.1840397255848088,-0.051880596426511084,-0.40545935746261236,0.024330924158776114,-0.22516661254800321,0.9716011489132307,0.6823146584712113,0.41635382766236173,0.6767654745185787,0.4158990635461472
2.4912035905330114,3.1582776074860246,1.7512332703711744,3.028232588674959,1.907417078214413,1.8969623409353207,-0.5752066953836272,1.0138029564862134,2.3272467461438797,0.975770134275869,1.862177348373451,0.9757716282974825,2.449200122729866,0.10378078890493808,2.8022877433303424,0.8932839383051931,1.3153299770993527,2.289945618943817,1.9920857534183187,1.752789188747799,3.1631030400828912
0.24368343147889474,0.20252024458447332,-0.40848052098981,0.10736362407024748,0.014288032877196205,-0.019642406551884355,-0.3875079945045802,-0.060848750536586546,0.5341543061582972,-0.2240361091632262,-0.015726671453168396,-0.22403714509702932,0.22993131559110885,-0.40545935746261236,-0.40304704802146485,-0.22516661254800321,0.2841434925409866,0.5361663893373382,-0.05474128416158414,0.12563137698653898,0.20457568073562843
0.1860547094518661,0.624771296427552,-0.40848052098981,0.8375808652214254,0.39694177608365494,0.25437696229812334,-0.5376669552078178,0.6741993417536637,0.2480817602040653,0.019058154541613657,0.21901133102515893,0.019048728193008246,0.22993131559110885,-0.40545935746261236,0.6653978824291376,-0.22516661254800321,0.2841434925409866,0.24386985106959166,0.35137519154871405,0.4668096278397064,0.6272224463566659
0.1284259874248375,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,-0.04613097920803412,-0.09575358250166822,-0.3875079945045802,-0.023241638838015593,0.26435534814756934,-0.23899740860546773,-0.10962187244449943,-0.23900249836114146,0.22993131559110885,-0.15083928427883714,0.024330924158776114,-0.22516661254800321,0.2841434925409866,0.17079571650265507,-0.038496625133172216,-0.058079988857474285,-0.21807108488540905
-0.7071904819670777,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7107401121455678,-0.6336983804622718,0.7386842107697015,-0.8642734095515114,-0.85209843523968,-0.3977792604133805,-0.6260454778968196,-0.39778085180329975,-0.7211838874683585,-0.15083928427883714,-0.40304704802146485,-0.22516661254800321,-0.9189074061104407,-0.8522421674344576,-0.7045276452980612,-0.7141920097289501,-0.6407178505064466
0.5318270416140379,-0.008605281337066067,0.31142407613051815,0.10736362407024748,0.8601542020704208,0.8005499954965414,-0.462587474856199,0.2833133019776081,1.8407521170959644,0.12268035446337598,0.7823825369731446,0.12268177720194906,0.7231021616219437,-0.15083928427883714,0.024330924158776114,-0.22516661254800321,0.7997367348201697,1.4130560041405775,0.9524275755999553,0.7030099553534378,0.3102373721408878
-0.563118676899506,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6906004414504909,-0.6211487271053726,0.1755881081325606,-0.6933319927398253,-0.9411749166146505,-0.39454440915071937,-0.6260454778968196,-0.3945450997461944,-0.6507309094639534,0.3584008620887133,-0.40304704802146485,-0.22516661254800321,-0.7470429920173797,-0.8522421674344576,-0.6882829862696492,-0.6879475288940912,-0.6407178505064466
-0.24616070575084859,-0.21973080725860544,-0.40848052098981,-0.13604212298014515,-0.28780702754895543,-0.30887444287645605,-0.3499682543287708,-0.10415390946221378,-0.23669985958663908,-0.30577295387672576,-0.29741227442716134,-0.3057722420595098,-0.15756006343311857,-0.15083928427883714,-0.40304704802146485,-0.22516661254800321,0.11227907844792553,-0.194574956332028,-0.29841116958776304,-0.2680358355363466,-0.21807108488540905
-0.7071904819670777,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.7510194535357213,-0.6582395704448231,1.7522571955165551,-0.9782343540926355,-0.9831436434163191,-0.400030353769128,-0.6729930783924851,-0.4000296994829879,-0.826863354474966,-0.40545935746261236,-0.6167360341115853,-0.22516661254800321,-1.2626362342965627,-0.9253163020013941,-0.753261622383297,-0.7404364905638092,-0.6407178505064466
-0.736004842980592,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.6201115940177222,-0.5774561601448849,-0.049650332922295724,-0.5508808120634202,-0.8067036899235893,-0.3861206731035782,-0.5790978774011541,-0.3861240550175778,-0.7211838874683585,-0.40545935746261236,-0.6167360341115853,0.8932839383051931,-0.5751785779243186,-0.7791680328675209,-0.6070596911275896,-0.6354585672243731,-0.6407178505064466
-0.5343043158859917,-0.6419818591016843,-0.40848052098981,-0.6228536170809303,-0.5093434051947999,-0.4839157959878699,0.4008265491874169,-0.7788027011456683,0.27891592683386274,-0.3831500747642908,-0.48520267640982323,-0.3831552525051837,-0.6155044204617509,-0.40545935746261236,-0.18935806193134436,-0.22516661254800321,-0.7470429920173797,-0.194574956332028,-0.542081055013942,-0.45174720138035984,-0.6407178505064466
